535,21
536,70
537,3
538,7
539,60
540,50
541,43
542,13
543,79
544,5
545,85
546,5
547,89
548,46
549,57
550,100
551,28
552,63
553,47
554,58
555,18
556,97
557,31
558,14
559,78
560,79
561,42
562,78
563,12
564,59
565,31
566,18
567,73
568,25
569,2
570,42
571,43
572,66
573,29
574,46
575,22
576,46
577,85
578,41
579,46
580,76
581,22
582,14
583,39
584,50
585,85
586,88
587,19
588,96
589,19
590,55
591,47
592,24
593,16
594,36
595,87
596,34
597,74
598,19
599,18
600,12
601,68
602,2
603,50
604,30
605,87
606,92
607,49
608,92
609,57
610,24
611,83
612,53
613,93
614,100
615,27
616,91
617,11
618,74
619,18
620,26
621,38
622,92
623,25
624,98
625,40
626,67
627,14
628,33
629,80
630,92
631,16
632,19
633,50
634,66
635,57
636,35
637,9
638,2
639,32
640,30
641,7
642,5
643,52
644,47
645,34
646,71
647,58
648,82
649,90
650,50
651,53
652,12
653,25
654,38
655,74
656,54
657,44
658,84
659,53
660,60
661,9
662,76
663,69
664,84
665,2
666,86
667,34
668,99
669,79
670,77
671,45
672,74
673,59
674,37
675,57
676,32
677,56
678,43
679,55
680,73
681,54
682,50
683,12
684,99
685,40
686,78
687,95
688,87
689,5
690,49
691,26
692,13
693,59
694,41
695,11
696,3
697,95
698,18
699,86
700,13
701,18
702,15
703,3
704,24
705,51
706,90
707,94
708,42
709,100
710,62
711,59
712,58
713,33
714,80
715,34
716,57
717,35
718,32
719,51
720,6
721,1
722,70
723,5
724,46
725,16
726,28
727,38
728,21
729,45
730,4
731,46
732,30
733,14
734,50
735,42
736,41
737,1
738,35
739,72
740,11
741,46
742,84
743,85
744,84
745,60
746,31
747,63
748,14
749,48
750,74
751,9
752,52
753,27
754,30
755,85
756,68
757,8
758,13
759,71
760,81
761,61
762,97
763,59
764,39
765,43
766,19
767,35
768,10
769,83
770,21
771,35
772,55
773,95
774,16
775,38
776,19
777,15
778,91
779,83
780,97
781,11
782,10
783,81
784,20
785,4
786,29
787,10
788,46
789,94
790,12
791,100
792,23
793,56
794,59
795,35
796,37
797,57
798,51
799,40
800,70
801,98
802,19
803,68
804,70
805,54
806,20
807,67
808,34
809,18
810,18
811,42
812,65
813,45
814,67
815,26
816,93
817,99
818,38
819,4
820,5
821,6
822,1
823,66
824,13
825,69
826,40
827,45
828,25
829,92
830,9
831,9
832,64
833,20
834,37
835,91
836,46
837,60
838,28
839,18
840,90
841,82
842,12
843,71
844,62
845,36
846,5
847,10
848,80
849,18
850,42
851,64
852,65
853,16
854,96
855,30
856,89
857,81
858,30
859,36
860,10
861,62
862,10
863,14
864,89
865,22
866,85
867,38
868,34
869,27
870,15
871,85
872,4
873,93
874,57
875,57
876,22
877,72
878,65
879,56
880,70
881,67
882,40
883,44
884,59
885,28
886,50
887,63
888,50
889,86
890,43
891,71
892,7
893,12
894,25
895,8
896,18
897,17
898,75
899,88
900,56
901,82
902,19
903,28
904,5
905,86
906,27
907,78
908,51
909,35
910,100
911,53
912,58
913,96
914,45
915,97
916,91
917,2
918,90
919,14
920,66
921,99
922,11
923,88
924,39
925,1
926,90
927,68
928,62
929,22
930,44
931,29
932,90
933,47
934,6
935,66
936,3
937,40
938,51
939,12
940,62
941,68
942,39
943,73
944,37
945,17
946,32
947,70
948,58
949,79
950,57
951,86
952,34
953,84
954,2
955,12
956,71
957,33
958,57
959,27
960,97
961,77
962,35
963,60
964,87
965,98
966,36
967,76
968,6
969,44
970,19
971,98
972,86
973,10
974,65
975,93
976,34
977,95
978,11
979,31
980,26
981,55
982,85
983,1
984,81
985,19
986,38
987,94
988,50
989,47
990,67
991,49
992,65
993,49
994,70
995,29
996,58
997,14
998,83
999,38
1000,54
